,index,reviewId,content,score,reviewCreatedVersion,at,Positive,Negative,Neutral,result
5975,5975,9db61738-a1d9-4e41-ac7f-7998eb2e5dbe,"It doesn't even deserve one star ,such a horrible app.",1,7.18.0,12/18/2020 11:08,0.0,0.304,0.696,Negative
5976,5976,4ac82659-b70c-48c5-9d82-7793046a5265,Ummmm..... It told us to put the card for the code invited but then I could not pit it in and my money was being cut they took out my 8 SAR they are probably scamming,1,,12/17/2020 22:22,0.0,0.074,0.926,Negative
5977,5977,abf0bfbe-8740-4a77-9c8c-653a88ad863b,I am really disappointed that hunger station steal my 90sar. I wrongly placed order and there no option of cancellation and refund. I literally got very much disappointed dont use this app.,1,8.0.2,12/17/2020 21:53,0.0,0.376,0.624,Negative
5980,5980,67b693a5-fd0f-4c23-bafe-54527ab58b0b,"The food arrived with a smoke smell, never ordering from them ever again.",1,8.0.2,12/17/2020 19:33,0.0,0.0,1.0,Neutral
5981,5981,0bccb0a4-55d4-464a-9a4a-66c7a9556dbc,Excellent food delivery,5,,12/17/2020 16:40,0.649,0.0,0.351,Positive
5982,5982,1c25e048-deea-4c0b-a983-265ca491f337,Poor service. Orders get cancelled without notice.,1,8.0.2,12/17/2020 15:11,0.0,0.505,0.495,Negative
5983,5983,424ae680-52a9-4940-ab44-b8e8f42863ec,Now its not working properly after i updated my galaxy s20 ultra to andoid 11,2,8.0.2,12/17/2020 13:48,0.0,0.0,1.0,Neutral
5986,5986,726d8875-d1b5-4a2e-a4e2-ec9c48b08ea4,Ok type,3,,12/17/2020 3:06,0.688,0.0,0.312,Positive
5988,5988,5e1e0194-bf54-4a53-b81e-b234a858375c,App not working on Wifi connection,2,8.0.2,12/16/2020 22:02,0.0,0.0,1.0,Neutral
5989,5989,751f2ca9-ab2b-4023-9e3c-3f9946f2aec5,Really appreciated,5,8.0.2,12/16/2020 20:52,0.782,0.0,0.218,Positive
5990,5990,6c665af1-3209-497f-91a4-09c07b45576a,Poor customer service. And deliver dnt know how speak english. Last order there is one missing item. And they ignore my missing item. Better to walk or ride taxi to grab your order. Not trusted apps,1,8.0.2,12/16/2020 19:46,0.064,0.276,0.66,Negative
5992,5992,75ebecbd-0778-4222-9d7b-24f145b8b181,"Worst customer service that ever existed I am editing my review after being contacted by Hunger Station email support team, who resolved my previous issues and were extremely helpful and understanding. I'm leaving this at 4 stars because I still believe the lack of direct phone support hinders the communication heavily, making it still hard to resolve immediate issues.",4,8.0.2,12/16/2020 17:53,0.184,0.141,0.675,Positive
5994,5994,2ff02fa2-1400-40e0-9764-0d35ad39d7bf,Tried to place my first order with 99% off promo code but my bank sent otp with full order price. So I cancelled the order.,3,,12/16/2020 13:14,0.0,0.113,0.887,Negative
5995,5995,b87ac9d0-de61-4f6f-a73f-42a48bd976f3,Awesome,5,8.0.2,12/15/2020 21:59,1.0,0.0,0.0,Positive
5996,5996,c8a11b9e-59b0-4e9d-8a7d-fc1901d343a2,"Worst app out there, I tried it twice and both were bad experience. First order my credit card was over charged with online payment fee not sure if it was bugg in there app or an actual scam, even tho i tried to contact the support about what happened yet no replies they will just leave u hanging Second order I ordered a breakfast with coffee and got a spilled coffee in the bag... tried to contact the support about it and guess what No reply.",1,,12/15/2020 13:17,0.082,0.212,0.707,Negative
5997,5997,b027bc8a-efb1-4e86-b4f6-46d358078944,Good,5,,12/15/2020 11:33,1.0,0.0,0.0,Positive
5998,5998,ee323f2b-b828-4c02-8951-f3a0ac5d4028,"Im a first time user, they send me promo code everyday but never accepts it by saying ""This code is only for first time order"" what? Are u blind? Cant u see i havent ordered anytime before n this is my first order? Misleading app!",1,8.0.2,12/15/2020 1:33,0.0,0.219,0.781,Negative
5999,5999,582fe78a-5447-4b1d-ba41-b76d8966c6fd,Why I cannot find my Referral code?,1,8.0.2,12/14/2020 20:27,0.0,0.0,1.0,Neutral
6000,6000,931e8036-2762-432c-90d2-24b4d7c52544,No good,1,8.0.2,12/14/2020 18:59,0.569,0.431,0.0,Positive
6001,6001,5e5826cb-bd89-45bb-8729-781ecea4e202,I invited few friends and got 140 SR for it. Before expiry date they deducted all money from my account. Whats this?,1,,12/14/2020 17:37,0.134,0.0,0.866,Positive
6004,6004,f925a288-668d-429f-a17b-fc2aa161cc85,"Worst service, Delivery is very late, offer is showing for Online payment only, but order is going for Cash on Delivery. No option to cancel orders as well , it's worst app. Paid through online but still delivery guy asking for money. Taste also not good.",1,8.0.2,12/14/2020 1:13,0.045,0.285,0.669,Negative
6005,6005,330884d6-7fe5-4fa1-93fb-680c084bf75b,The customer service wasn't of any help to me They didnt respond back after sending 1 email,1,,12/13/2020 23:45,0.0,0.131,0.869,Negative
6006,6006,c180610b-faa8-4697-a921-d2049c3a90f5,Referral code is not shown in app.,3,8.0.2,12/13/2020 22:05,0.0,0.0,1.0,Neutral
6008,6008,50c46515-ac95-45d7-ad0d-8090d231b157,lying about promo codes for download,1,8.0.2,12/13/2020 20:37,0.0,0.405,0.595,Negative
6009,6009,1bd8bd75-d935-4501-9186-2e318569b9dc,Many options don't work android 11,1,8.0.2,12/13/2020 20:31,0.0,0.0,1.0,Neutral
6010,6010,81760819-931c-468a-85f6-c098f234a75f,Inaccurate pictures of the items displayed on the app's menu. App with lots of bugs,1,8.0.2,12/13/2020 19:59,0.0,0.0,1.0,Neutral
6011,6011,d1b8f8a4-05a6-45cd-9199-f29b7714528d,Don't work Refarel Code. Promo Code,1,8.0.2,12/13/2020 17:57,0.0,0.0,1.0,Neutral
6012,6012,513da434-f889-4c74-9ded-e02bcf4ea824,Bad,1,,12/13/2020 16:50,0.0,1.0,0.0,Negative
6013,6013,ab3d86bb-9451-42f3-8430-2d7ac51d48fe,goood,5,,12/13/2020 1:23,0.0,0.0,1.0,Neutral
6014,6014,e369dc2e-ca1d-4d32-8bc8-81287a7e0790,It's Always worthy ordering on hungerstation.,5,8.0.2,12/12/2020 23:26,0.367,0.0,0.633,Positive
6015,6015,16dbee10-846f-4fd3-a17c-dd0ef996d9b1,In app offer code doesn't work i have been cheated,1,8.0.2,12/12/2020 19:21,0.0,0.292,0.708,Negative
6016,6016,41d1aea3-88fd-40f5-ace7-cc843cc08628,"The application become a complete garbage, can't access if on WiFi I should use mobile data and when order i can't access the order page anymore to follow",1,8.0.2,12/12/2020 16:02,0.0,0.0,1.0,Neutral
6018,6018,2facf02f-1c33-4c57-b655-3ddf0e24b16c,"Delivery charge increase its already total of a 1 meal of order, no discount just scam code not accepted. Is any other delivery apps not cost high delivery charge",1,7.16.0,12/12/2020 12:09,0.07,0.234,0.697,Negative
6019,6019,fb295401-9d4e-4279-9c59-61bbdb38537e,"very disappointed. i used the app the very first time, i was trying code invited but not accepting. and the delivery late, the food quality very bad, i m very much disappointed",1,8.0.2,12/12/2020 6:44,0.0,0.381,0.619,Negative
6020,6020,6ae72191-42f0-4844-bbfd-c3bc59dbb8da,"I saw the hungerstation drivers drinking from the order. They have been drinking the soft drinks and adding cold water to it. This was so embarrassing. And the restaurants can't do anything if it. Because it is not tin or bottle . They provide it in the cups , which anyone can open and drink.",1,8.0.2,12/12/2020 6:39,0.0,0.062,0.938,Negative
6022,6022,925f557f-6221-44c3-bb9c-e36e736a7bbd,"Can't track drivers even with location services on. Also once you leave the order page, you can't go back to it.",2,8.0.2,12/11/2020 20:35,0.0,0.057,0.943,Negative
6023,6023,20e68df3-ebe7-4e03-9eff-423f5df51ad4,Bad app there is no offers as seen on T.V.,1,8.0.2,12/11/2020 16:24,0.0,0.416,0.584,Negative
6024,6024,200c72aa-6138-466e-805d-01f5ce6d1fc9,Very worst app I have ever used.First delivery itself an wrong delivery. The guy who delivery doesn't know english. I was starving because of his fault. Iam not recommending this app to others....,1,8.0.2,12/11/2020 14:05,0.0,0.325,0.675,Negative
6026,6026,9a5a450b-dfdf-4aef-810c-f01752beb60c,"Poor customer care service, got the wrong food item and no help give by HungerStation",2,8.0.2,12/11/2020 10:25,0.243,0.346,0.412,Negative
6029,6029,660fc563-bd9b-4506-8937-523d863dc62b,Soooooo bad app tooooo expensive,2,,12/10/2020 22:02,0.0,0.467,0.533,Negative
6030,6030,4f630601-94e1-4805-a6ae-77307ce10bc3,No 1 Food delivery App in KSA,5,,12/10/2020 21:27,0.0,0.306,0.694,Negative
6033,6033,a598e316-55b8-4af0-b24b-1829f9319187,Orders are always late. Avoid.,1,8.0.2,12/10/2020 19:44,0.0,0.355,0.645,Negative
6034,6034,6a6ca7f4-6012-47c0-bd70-40345205e52b,To much completed app many offers but no bandit,1,,12/10/2020 18:39,0.0,0.259,0.741,Negative
6036,6036,c2d76e97-9f5c-4980-890a-bd9b866dad25,Bad experience,1,8.0.2,12/10/2020 16:18,0.0,0.778,0.222,Negative
6037,6037,d6ad9bb9-36bd-4c85-8fc6-4f3c0aae693f,"Best service with worst support ever. Happened multiple times, when they have a conditioninal offer where u should order multiple times, I met the conditions but they never give the reward, I contacted support many times but no response. I am looking for another application doing th same service, and there is.",2,8.0.2,12/10/2020 14:33,0.137,0.16,0.703,Negative
6038,6038,5fa23879-e9d2-4e49-8960-4f8467b0259d,I used first time this app....and it Make me so disappointed... First I ordered and it canceled then I contacted agent and they promised to give me offer and I received after few moments then next day when I applied it was not working... I contact to the agent again and they apologized with this statement that it's only for the first time so unprofessional respond... So I ll not use again this app,1,,12/10/2020 9:54,0.066,0.058,0.876,Positive
6039,6039,9f8429c4-bb65-481e-b847-7ef77ca3381f,Worst Application ever customer service is so bad,1,8.0.2,12/10/2020 9:38,0.0,0.589,0.411,Negative
6040,6040,789ebb2f-2493-44c5-9ec4-a0bd8dace83a,"App is not optimised for guesture navigation bar on oneplus 8 pro , the profile and offers are not available when i use guesture navigation",3,8.0.2,12/10/2020 0:38,0.0,0.097,0.903,Negative
6045,6045,cd01d3e4-6d33-48de-89a7-21e7b71ef384,Excellent App. Easy to use ***,5,8.0.2,12/9/2020 14:39,0.623,0.0,0.377,Positive
6046,6046,7af24ab9-9cb9-4aa5-bfe8-57ceedee950c,Expensive fees,1,8.0.2,12/9/2020 10:21,0.0,0.0,1.0,Neutral
6050,6050,6e5942e2-cdcf-4efa-8835-5d7ce81dfba6,I paid my order but i didnot received it..It really awful,1,8.0.2,12/8/2020 19:35,0.0,0.357,0.643,Negative
6051,6051,e43e2043-a80d-44cf-a352-e2a8f1c75690,Sometimes at 2:50 PM i cannot use the app i cant find my regular home location sometimes. So please fix that.,5,8.0.2,12/8/2020 14:55,0.126,0.0,0.874,Positive
6052,6052,02ccf48e-df8b-43bd-bcde-60705c6c3ac4,Terrible ads. Not interested in this app anymore.,1,,12/8/2020 12:03,0.0,0.472,0.528,Negative
6053,6053,2ee61d34-90ba-47e8-83ea-4b7ed4a6ce44,Application doesn't work properly with Android 11 UI 3.0 new update on my S20+ phone. Please check it.,1,8.0.2,12/8/2020 8:06,0.119,0.0,0.881,Positive
6055,6055,b4b28247-d3ac-4530-a1e2-7b501843b66f,Very useful,5,8.0.2,12/7/2020 23:49,0.762,0.0,0.238,Positive
6056,6056,c71ef54c-12af-479b-afdd-7b4d58400c5c,Worst service. Paid through wallet but still paid cash on delivery. No chat agents available even till 30mins wait. Useless app and pathetic service. I wish i could give negative stars.,1,8.0.2,12/7/2020 22:40,0.078,0.419,0.503,Negative
6058,6058,20e0092e-fa25-48da-bb82-a996e3528c7f,No respect for customer,1,8.0.2,12/7/2020 20:09,0.425,0.301,0.274,Positive
6062,6062,15d0042b-f3f4-40ee-934a-20004106fcf4,always showing connection error,1,8.0.1,12/7/2020 14:57,0.0,0.474,0.526,Negative
6064,6064,b501efa1-c92d-49a5-aefb-b31e05c99bef,"Third class app no proper support, Wasted 2 hour with customer support but no resulted, please avoid these app",1,,12/6/2020 23:47,0.247,0.345,0.408,Negative
6065,6065,c62bf773-3b5a-469d-bb4f-cfdf951dcc8d,It was bad but okay i personally think that they have to make the order cancelling easy,3,8.0.2,12/6/2020 19:25,0.274,0.196,0.53,Positive
6066,6066,5e22bda6-b55e-471e-9f2d-4c7ea8dfb5ba,Delivery charge too much & You cannot cancel your order,1,8.0.1,12/6/2020 16:57,0.179,0.0,0.821,Positive
6068,6068,0190b45c-26f4-4d61-b232-25f8c5be16ff,No option to edit the order. No option to filter restaurants by category Really!?,1,8.0.1,12/6/2020 7:58,0.0,0.281,0.719,Negative
6069,6069,c775a34c-2a80-48b9-a21c-d685d5756360,Bad,1,8.0.2,12/5/2020 21:06,0.0,1.0,0.0,Negative
6071,6071,b87d74fe-50ef-4914-adcd-310b13bd4c72,Wast,1,5.7.7,12/5/2020 13:05,0.0,0.0,1.0,Neutral
6073,6073,babb741f-1fd2-412e-9307-8578a32667a8,My account is new but still i am not getting the offers!!!!!,1,8.0.1,12/4/2020 15:19,0.0,0.0,1.0,Neutral
6075,6075,8f2ce4de-7ecb-4b8f-9afb-b1d7a65a9693,Not trusted,1,8.0.2,12/3/2020 20:55,0.0,0.719,0.281,Negative
6076,6076,5c3a19db-8cba-4de7-83ef-28c0036a7124,Somtimes the delivery guy dont show up or be late for a whole hour,3,,12/3/2020 20:51,0.0,0.0,1.0,Neutral
6077,6077,1a79fd64-4c90-411c-8a22-3f002579244e,Very bad first experience Order canceled and coupon lost for no reason,1,8.0.1,12/3/2020 20:21,0.0,0.48,0.52,Negative
6078,6078,065f3fd6-a2c1-4247-b5b3-4468daa25365,Charge you 18 for delivery then delivery 2 orders at same time. Worst food delivery of all ages and place. Just the worst safe you money,1,8.0.2,12/3/2020 18:27,0.088,0.248,0.665,Negative
6080,6080,516a275d-fb73-470d-97dd-5ecb24891ae9,"Placed my first order with them and got the food items wrong. Although this was the restaurants fault, i tried reaching out to support but i was placed in queue for more than 30 min. Tried to reach support by searching for contact number or support number and when finally I was able to figure out their support mechanism and log a ticket. The reponse I got was update my app to get support. Told the support my app is updated,I just recently downloaded from playstore only to get same reply. Gave up",1,8.0.1,12/3/2020 0:50,0.239,0.037,0.724,Positive
6083,6083,a0af2be7-7bf6-4fec-907d-ada60f6c6f8f,No comment,5,8.0.1,12/2/2020 14:03,0.0,0.688,0.312,Negative
6087,6087,c2da8c01-6007-473d-9a97-afd662979c0e,"Amazing food deliver app fast service, reasonable prices, constant offers, simply love it",5,8.0.1,12/1/2020 7:55,0.421,0.0,0.579,Positive
6088,6088,0b0b11d2-fed5-4942-9592-cafd8ca0e39d,Really bad,1,7.6.2,11/30/2020 21:12,0.0,0.791,0.209,Negative
6089,6089,5cfcd598-47f7-40f4-a8d9-57a1f4e35474,"Hi, I have a bad experience today in your delivery app. I pay my purchase through online debit card. All of a sudden somebody hacked my account and deduct the remaining money in my account. Your app is not safe, this is the first time I experience this by using your online payment transaction. Now I call the bank to deactivate my account for what happen today.",1,8.0.1,11/30/2020 21:03,0.0,0.149,0.851,Negative
6090,6090,cd97b964-efa9-467d-8469-c9498d40411e,Good,5,,11/30/2020 20:52,1.0,0.0,0.0,Positive
6091,6091,529259db-da7d-4c51-b09c-4991caeb913f,Really the worst delivery app. Ever,1,,11/30/2020 19:48,0.0,0.467,0.533,Negative
6092,6092,fbe5140b-9636-401e-98e9-f1d56dafea44,"Your drivers are lost in directions..they don't understand arabic neither english language..the food reached me cold cause they took lot of time to deliver it..Also,it is not easy to contact any for complaining.",1,8.0.1,11/30/2020 18:21,0.038,0.176,0.786,Negative
6095,6095,15928222-bbb5-4a1a-bc8c-ae28c56c7aa3,No customer service when you need one.,3,8.0.1,11/30/2020 0:39,0.0,0.268,0.732,Negative
6096,6096,881c1de5-936a-4770-b17d-97b0116c3b52,"I order 1st time, they inform me as this is 1st time then the delivery is free, i ordered and when i pay the bill showed that the delivery fees there, When the driver reach, he asked for the order fees, i told him i paid and they cheat me already, he told me i want my money as it appears you didn't pay, meanwhile he saw my order bill in my phone. Then i told him take your order and i dont want it. Finally, i lose time, lose money for order and delivery. I don't recommend to use the app",1,8.0.1,11/29/2020 22:51,0.068,0.13,0.801,Negative
6098,6098,2074494f-6890-4e17-8287-b7ed6e593ce4,Driver tracking has been removed on last update.,3,8.0.1,11/29/2020 16:20,0.0,0.0,1.0,Neutral
6099,6099,1f61c5d7-32ed-4695-97a0-fd8da1e6ec9f,Fast dilivery... My 1st time to order at hunger station my 1st order is McDonald's ... But i expect is like what I order I order 2 box chicken Mcnuggets and two medium burger and two medium French fries and two ice cream sundae its only a 75 riyal but only I received is 1 box chicken nuggets two medium burger and 2 medium French fries and 1 ice cream but I pay it 75 riyal Pls. Fix that hope next time will be complete the menu what the order of costumer...,4,8.0.1,11/28/2020 21:29,0.096,0.035,0.869,Positive
6100,6100,6cfa75c3-120a-408a-9684-305e3afc2555,Very bad service,1,,11/28/2020 20:42,0.0,0.655,0.345,Negative
6102,6102,3912542f-6b8e-4300-8f17-98e7c49d161f,good,3,8.0.1,11/28/2020 10:20,1.0,0.0,0.0,Positive
6103,6103,c8192a06-a70e-4dbb-83f8-f891cd899c1c,Last update crach when i start to pay by MADA (my phone : PIXEL 4XL),1,7.16.0,11/28/2020 2:27,0.0,0.104,0.896,Negative
6104,6104,54432207-1ad3-4ded-bfb3-b96aca795032,Can't order anything app keeps crashing,1,8.0.1,11/27/2020 22:58,0.0,0.0,1.0,Neutral
6105,6105,cb36f391-33c2-421e-80a7-8eaa400b119b,Good,5,,11/27/2020 22:48,1.0,0.0,0.0,Positive
6107,6107,998126a8-1df8-4cc3-aa61-81a12f2ba7f5,Crashs happen regularly,1,8.0.1,11/27/2020 19:26,0.0,0.0,1.0,Neutral
6109,6109,c6f165d5-c268-43df-8e5d-7af9759da87b,Sir why stop wallet deliver,5,8.0.1,11/26/2020 23:22,0.0,0.355,0.645,Negative
6110,6110,218ae5d4-27ba-44ed-b47d-f6a9e696bdc7,Nice,5,,11/26/2020 22:45,1.0,0.0,0.0,Positive
6111,6111,d6d10291-d011-46ae-aa26-af3edc3c7756,App keep crashing . Won't show my orders or the driver location ...,1,8.0.1,11/26/2020 12:56,0.0,0.0,1.0,Neutral
6112,6112,86ae8da0-796c-48b8-a33f-c83050602034,The app keeps crashing when I attempt to make an order....,1,8.0.1,11/25/2020 22:04,0.0,0.0,1.0,Neutral
6113,6113,1630ffdd-3438-466e-a1f3-22f501b57ba8,"Ordered on 22-11-2020 at 12 night from albaik jeddah. Status showed delivered, in fact never delivered",1,8.0.0,11/25/2020 21:11,0.0,0.0,1.0,Neutral
6114,6114,8135b56e-82eb-41e4-be38-53c9d58d0b42,I am going through,5,8.0.0,11/25/2020 18:30,0.0,0.0,1.0,Neutral
6116,6116,cff80a4b-88ca-4e03-ba09-1d58f13acc2b,This is probably the worse APP to order food from. Money was deducted twice. Support team hangs you up and leaves when you ask them to resolve the concern. Deserves a perferct ZERO or below ZERO (if available) star in service.,1,8.0.0,11/24/2020 19:28,0.117,0.068,0.815,Positive
6118,6118,0168e5e8-6124-4123-a483-d190970b0fa3,Keeps crashing,1,8.0.1,11/24/2020 17:12,0.0,0.0,1.0,Neutral
6119,6119,ac7dc1e1-f362-45ab-b21e-3312680ebeb8,So far I have good experience. Timely delivery without any issue. But I have just one problem I always receive message ''Want 50% Discount Sign in & Order now using code ---- and get 50% discount'' when I do this they send message this offer for first timer. I don't know if Huger Station knows I am not the beginner than why I receive this message everyday,3,8.0.0,11/24/2020 1:21,0.033,0.057,0.91,Negative
6120,6120,bae78eea-2f7c-4d12-8372-16052ececf3f,Dog,5,,11/23/2020 21:10,0.0,0.0,1.0,Neutral
6121,6121,dd76da5e-5652-4020-bc3b-82ce3b194ba3,"Poor Helpline! I had guests at home. My husband never trusts online orderings but i convinced him. Shockingly, we received 4 medium pizzas instead of 2 large and 2 medium. It was an embrassent for me not only in front of guests but also in front of my husband. When i tried to contact helpline, it took a long time to connect to the customer services and response was so slow, i had to disconnect as i had guests to attend to.",2,8.0.0,11/23/2020 20:44,0.045,0.078,0.877,Negative
6122,6122,0a1ce9ef-7833-407a-b7f7-590d3aa0ee80,What happened to cash on delivery,4,8.0.1,11/23/2020 20:01,0.0,0.0,1.0,Neutral
6124,6124,952b9936-5124-4209-9788-c0579efceb97,"You stolen every riyal in my wallet. When try to contact you, only find fake help. About more than 300 riyal taken by your agent, without any response from your side for more then two months. Bad company and app.",1,8.0.1,11/22/2020 16:49,0.056,0.202,0.742,Negative
6125,6125,b7a0feef-c6f5-4eb7-a667-5eafc857400f,Bad management. The treatment in delivering the orders is unprofessional. My order was cancelled after one and half hours claiming that the food was going to arrive at any minute,3,8.0.0,11/22/2020 15:50,0.0,0.246,0.754,Negative
6127,6127,8229e407-f28b-42ec-a019-1b913dfc08fe,"Didn't have timed perorder. Did not have pre ordered when store closed or after. Alot of shopping food here city less options on this application. Dilevery time is late and acting different by mean to marketing. No supports to drivers. No hoppnesses to just eye looking this is not a bad language, !but it meant excuse to some!",1,8.0.0,11/22/2020 10:00,0.094,0.053,0.854,Positive
6128,6128,d8344409-becf-4992-bfee-0ba690194a0a,"Worse application, just for adding a debit or credit card they will charge 1$. Offers are just to fool the people. It's a big scam. I lost my 1 usd for just adding the debit card.i didn't get the refund.",1,8.0.0,11/22/2020 6:49,0.057,0.263,0.68,Negative
6129,6129,27ff927e-f0d3-47ec-9f50-a175c54658f1,"I think it's better for everyone to pay cash, because most likely they will deliver food late, and cold, I try to contact costumer service, they have no responsibility.",1,,11/21/2020 17:43,0.095,0.118,0.787,Negative
6130,6130,83eba350-f71a-46b3-8ca9-115b7959840a,Excellent app,4,8.0.0,11/21/2020 9:25,0.787,0.0,0.213,Positive
6131,6131,acbb7397-880e-40b4-87c3-c7394984bb48,"self started using hunger station 2 weeks back after my first order i have received 33 SAR nonus on my wallet and its mentioned expiry on 13 NOV. On 13 NOV at 1600LT when I tried to use that amount wallet showing 0 SAR at same time I have chat with your agent they inform that wallet amount expired 13 NOV early morning which same was not mentioned on your app as a human they will follow 24hours calendar in their life , If you have specific expiry date and time update the customer don't cheat .",1,8.0.0,11/20/2020 18:55,0.027,0.022,0.951,Positive
6132,6132,a9d07de2-0e7b-468a-a62d-2b19d75dc6f4,When you had bad experienced with the service and instead of apologizing in behalf of their merchant's mistakes their help agent approached was by using the word you been compensated by monentary amount when in fact you paid the exact amount but the amount they compensate you is less than the total amount of the items been missing..so that is not compensation at all.Right approach with right choice of words should be taking into consideration.,1,8.0.0,11/20/2020 13:55,0.024,0.066,0.91,Negative
6133,6133,6fe650ce-6404-446d-98af-620c928968ce,bad drivers to deliver . safe your amount and go yourself better than this .,1,,11/20/2020 12:43,0.301,0.181,0.518,Positive
6135,6135,34ea7cde-d39a-46ee-881b-33eb67dc641e,Amazing but how can I add my cafe,5,8.0.0,11/19/2020 14:40,0.286,0.0,0.714,Positive
6138,6138,d0d58ed6-20f4-40f8-b18d-f59faec8e816,"POOR CUSTOMER SERVICE. First you will get free delivery, but when you are paying it online, suddenly they will charge you with the delivery. No one answer with my queries from their customer help service. I do not recommend this app.",1,8.0.0,11/17/2020 14:33,0.117,0.162,0.72,Negative
6139,6139,f9578758-0216-439d-ab2e-5996955763fd,Very good,5,8.0.0,11/17/2020 9:43,0.762,0.0,0.238,Positive
6140,6140,ad87c78f-a872-47d2-b940-673bdb76a82c,I literally started hating hungerstation for the expensive delivery It cancelled my order twice soo annoying I won't reccomend this app to anyone,1,8.0.0,11/17/2020 0:47,0.0,0.308,0.692,Negative
6141,6141,ac5e3085-d09e-4f08-8a03-c3ebc868ef8d,Good app,5,,11/16/2020 20:55,0.744,0.0,0.256,Positive
6142,6142,125ea1a8-620b-4195-bd06-ea278f9374f3,Worst customer service.... not recommended,1,8.0.0,11/16/2020 13:20,0.0,0.655,0.345,Negative
6144,6144,5a1f9640-d33b-4456-ba07-48f46f01eb5e,Good,5,,11/15/2020 11:06,1.0,0.0,0.0,Positive
6145,6145,9a6cf189-49b7-47e7-9e55-b470faa77479,Cancels the order after waiting 1 hour.,1,,11/14/2020 22:32,0.0,0.275,0.725,Negative
6146,6146,2f516cfa-5059-47c3-93bd-645eac2986d0,Stupid app they delivered wrong food it happened 2 times!,1,8.0.0,11/14/2020 22:11,0.0,0.492,0.508,Negative
6147,6147,45bd9778-c3e4-47fe-b184-57c72802df09,Pro,5,,11/14/2020 11:53,0.0,0.0,1.0,Neutral
6148,6148,0c2eb6ba-db7a-4f97-8ca2-87f5c724f4a7,Where d hell wud one track their damn order!?!,1,8.0.0,11/13/2020 15:58,0.0,0.568,0.432,Negative
6149,6149,56e1b60f-9cc1-49ee-9991-d66036d80091,Kk,5,,11/13/2020 15:00,1.0,0.0,0.0,Positive
6150,6150,d8c72479-2e3d-481a-95d3-83d4045dc2a5,I had a very bad experience with ur delivery girl..(in tabuk- her behaviour was very worst ..she was shouting )....we ordered one item and the bill 36 sr...she took 100sr from us forcefully and told us she will bring balance...we made complaint in customer care.. they promised that they will return...but not returned...and now the app shows the case file closed...now me and friends not ordering through hunger station ...we prefer talabat app... they are responsible and accountable ...,1,,11/13/2020 14:20,0.107,0.115,0.778,Negative
6152,6152,d1a03be9-7c92-45fa-9c8c-ccd17b94c7ee,Nice,5,,11/12/2020 19:09,1.0,0.0,0.0,Positive
6153,6153,ff126e84-e53e-4f1c-afe6-3d1bde373e8b,"Stores are all busy!!! If not busy, the delivery is at restaurant!!! Useless App!!!! Uninstalled Immediately!!! Waste of time!!!",1,,11/12/2020 14:18,0.0,0.285,0.715,Negative
6155,6155,62a0cfb2-53cc-4bfb-ae4b-2852235188e0,Very bad app. Very time most of the shop's shows busy. Then how to buy products.,1,8.0.0,11/12/2020 8:21,0.0,0.202,0.798,Negative
6157,6157,b0638b29-a86b-4889-a13a-98982cf789aa,"They said, the first order, deliver for free While it keeps show me adelivery fee added every time i try to do my first order",1,7.18.0,11/11/2020 20:38,0.125,0.0,0.875,Positive
6158,6158,22bd3152-dafb-4122-a09f-2da1a7e97c94,"The app used to let me track the driver, but now it only has options to call or text them.",2,8.0.0,11/11/2020 18:56,0.0,0.0,1.0,Neutral
6159,6159,22ecba08-fd11-4792-a075-2a2aa9b12a87,It's good but the service most of the time is bad. Sometimes you wish that you walk to the restaurant and bring your own food cuz it takes less time than the App itself.,1,,11/11/2020 18:00,0.133,0.115,0.752,Positive
6161,6161,d7674a60-01f4-4301-bf8c-391092556f6c,Wao,5,7.18.0,11/11/2020 12:24,0.0,0.0,1.0,Neutral
6162,6162,db198363-8427-4c89-9894-746ab5fc3805,"Worst application I have tried. Drivers don't know what pick up location is, No good restaurant, No good supermarket, always crush down, at least make free phone line for customer service. I wish you made high quality service instead of spending money on poor advertisings every where.",1,7.18.0,11/11/2020 0:52,0.193,0.216,0.59,Negative
6163,6163,2a4ea90d-2dbe-46c7-b6f5-7e941d3f5159,Hungerstation delivery available in khamis mushait saudi arabia or not tell me???,3,,11/10/2020 22:52,0.0,0.0,1.0,Neutral
6164,6164,58b274f0-aa22-443f-b8d4-491584cc05e5,Plz don't ever ever install this app the delivery fee is too much careem is better from this after I posted this comment they send me an email and told its depended on distance but the restaurant is near by my home they are robbers plz plz don't install it,1,,11/10/2020 20:44,0.118,0.0,0.882,Positive
6166,6166,5c951ebc-58de-4e1b-ace8-285471203153,My area isnt supported and its in a very famous area,1,,11/10/2020 11:40,0.0,0.179,0.821,Negative
6168,6168,81d88e07-a0a2-4c67-9e4c-a3741608e43c,The app is not taking orders...its hanged or i dont know what...This happened before also,1,7.18.0,11/9/2020 19:31,0.0,0.0,1.0,Neutral
6169,6169,278ee328-b07b-40f2-9c35-8f6c1caf5682,So bad,1,7.18.0,11/9/2020 13:03,0.0,0.791,0.209,Negative
6170,6170,448d507b-10c4-47b7-8a7f-e149c89edb57,Worst company...wallet amount they will empty if your keeping more then a month.,1,,11/8/2020 23:13,0.0,0.371,0.629,Negative
